Date,Open,High,Low,Close,Volume
2021-01-04 00:00:00+05:30,521.5196229613459,521.5196229613459,509.00077293372533,510.95989990234375,23336590
2021-01-05 00:00:00+05:30,511.13614781981795,511.7434723182464,495.903949573204,501.4384765625,39534000
2021-01-06 00:00:00+05:30,502.5160348782376,506.27268212067446,488.831532693692,492.7497863769531,36079230
2021-01-07 00:00:00+05:30,496.14887905110936,502.6679023989807,491.8681916298825,497.7161865234375,30357500
2021-01-08 00:00:00+05:30,502.5160096580146,503.373127608211,493.89586394502845,497.8141174316406,29984510
2021-01-11 00:00:00+05:30,500.36098907168173,500.6499734374183,485.69205059367044,488.2388916015625,29241640
2021-01-12 00:00:00+05:30,488.23888316533373,499.47937933127434,484.9818527467904,493.91546630859375,33359080
2021-01-13 00:00:00+05:30,496.2468180593069,497.0304568117034,472.7617798664905,480.2701416015625,32693730
2021-01-14 00:00:00+05:30,480.270141156347,486.5295356515001,473.52093507402236,477.767333984375,26808110
2021-01-15 00:00:00+05:30,477.73300065688125,482.6308168215247,474.3436903473418,478.3794860839844,25449160
2021-01-18 00:00:00+05:30,477.04736123177,478.0269246018558,459.0234012009722,462.3392028808594,37034130
2021-01-19 00:00:00+05:30,466.7717556946827,489.28700563128405,465.4885300586015,485.7801818847656,47674650
2021-01-20 00:00:00+05:30,486.6470702889329,492.97507118313865,480.0840136458627,488.0135803222656,33147070
2021-01-21 00:00:00+05:30,489.0959758063111,511.8218578141858,488.80211875460043,501.3699035644531,70618090
2021-01-22 00:00:00+05:30,503.00577511352,503.20169973908946,484.4528430615404,487.0927734375,30847960
2021-01-25 00:00:00+05:30,494.5815608306376,505.7485777507031,479.0065085557645,480.8382873535156,36730600
2021-01-27 00:00:00+05:30,482.072522954998,484.45285475422446,471.26794024927096,474.59844970703125,28004930
2021-01-28 00:00:00+05:30,468.187161003293,480.8676150179232,462.65753697078753,471.1944274902344,34773290
2021-01-29 00:00:00+05:30,478.68319519466553,484.8838175260776,461.09021738263766,463.77911376953125,42607950
2021-02-01 00:00:00+05:30,467.74153762483394,497.6182222270485,457.11326843510153,495.5219421386719,42907450
2021-02-02 00:00:00+05:30,499.5773304871026,522.8860246856165,499.0777435905667,506.74774169921875,43479930
2021-02-03 00:00:00+05:30,511.1949654730536,516.2299359335094,503.4956111381856,513.7908325195312,26507830
2021-02-04 00:00:00+05:30,510.74436212629996,542.9719609431996,509.96556620436394,539.2349243164062,53258880
2021-02-05 00:00:00+05:30,541.30671491825,551.2003412039212,535.8211837529038,542.5360717773438,44379870
2021-02-08 00:00:00+05:30,542.8741272881032,554.9227469050003,536.3404551992888,538.53466796875,28008090
2021-02-09 00:00:00+05:30,542.4332960983072,542.5802545405919,527.2598668263206,528.9937133789062,22639040
2021-02-10 00:00:00+05:30,532.3631923961535,538.9899519026438,528.4743551260823,536.3990478515625,26380120
2021-02-11 00:00:00+05:30,535.8211409754683,547.379976300377,534.425275189171,545.3278198242188,20289470
2021-02-12 00:00:00+05:30,545.6167877021182,550.3186798396569,541.8993615175152,546.3465576171875,16252680
2021-02-15 00:00:00+05:30,549.0795792513402,568.0488759280584,548.5555391054379,566.1729736328125,31688260
2021-02-16 00:00:00+05:30,567.3042595624163,570.321271243348,557.4008897226779,564.2529296875,21268100
2021-02-17 00:00:00+05:30,561.28985266148,568.0488643311654,555.4124720053388,558.8556518554688,23463950
2021-02-18 00:00:00+05:30,558.253109660768,559.7958739204591,540.9343791110581,544.96533203125,23175130
2021-02-19 00:00:00+05:30,544.6372283880232,550.7056305803003,531.4131230224867,538.5590209960938,27444560
2021-02-22 00:00:00+05:30,536.8007318520345,542.5507641054544,522.5725498526962,526.696533203125,20005630
2021-02-23 00:00:00+05:30,530.9233122623334,539.2153419606637,524.0663691150339,527.3674926757812,21902450
2021-02-24 00:00:00+05:30,533.2743617957289,546.4886630636424,527.2989889262188,544.9213256835938,19087950
2021-02-25 00:00:00+05:30,548.6533816456417,550.5096732354016,539.8716301226096,541.693603515625,15845950
2021-02-26 00:00:00+05:30,531.9028857135835,534.2538616097582,511.4299882967802,515.7302856445312,37133260
2021-03-01 00:00:00+05:30,520.6379456202106,526.0157391048767,508.8831848536207,515.9164428710938,20318810
2021-03-02 00:00:00+05:30,519.1685049274267,529.943700312713,515.4510792600853,520.7651977539062,22086340
2021-03-03 00:00:00+05:30,525.452522051576,545.945033078988,523.0967029742988,542.9622192382812,22524130
2021-03-04 00:00:00+05:30,531.9028164910067,545.3375520576247,529.0620593018123,537.3786010742188,22346980
2021-03-05 00:00:00+05:30,532.8824502932656,540.6944439169114,529.1699268047204,533.3624267578125,20757600
2021-03-08 00:00:00+05:30,535.723188171517,538.1671938014017,520.2460403316766,521.1913452148438,17210420
2021-03-09 00:00:00+05:30,526.1234711454158,533.3722641229988,522.5970668679887,530.4384765625,18114960
2021-03-10 00:00:00+05:30,532.8824725564418,544.7351654022267,532.8824725564418,543.1727905273438,21912500
2021-03-12 00:00:00+05:30,548.5555219146624,555.4124659385958,540.8169468868149,544.4266357421875,25080130
2021-03-15 00:00:00+05:30,545.7196170068006,547.1498010110238,524.1202572537092,532.7894287109375,20870080
2021-03-16 00:00:00+05:30,537.6284664273851,539.4455972605721,530.9233833924673,534.4448852539062,15613050
2021-03-17 00:00:00+05:30,534.8415493214368,534.8807103289155,523.5227028285564,525.0263061523438,11347580
2021-03-18 00:00:00+05:30,531.2171829510203,543.1678675581927,519.6583475917425,526.2067260742188,23390580
2021-03-19 00:00:00+05:30,520.7358764632384,536.7028076196058,508.398304210923,534.180419921875,32203100
2021-03-22 00:00:00+05:30,533.5191901955052,538.4659730414261,522.7929598026743,527.9209594726562,19384610
2021-03-23 00:00:00+05:30,529.9438063069964,533.3722782516812,524.0664258303938,526.8875732421875,18490380
2021-03-24 00:00:00+05:30,526.4173440338014,526.4173440338014,515.2502984414339,516.25927734375,17376430
2021-03-25 00:00:00+05:30,517.2094613434456,519.1685880909586,499.88588547007356,501.7519226074219,23432710
2021-03-26 00:00:00+05:30,506.43426242556296,514.0748447560475,503.0057906296452,507.71258544921875,23474600
2021-03-30 00:00:00+05:30,512.7866901613398,515.2503062599246,504.475109741181,508.7410888671875,18452800
2021-03-31 00:00:00+05:30,507.90356750815465,511.21449622208996,501.82536053345706,504.46038818359375,18459750
2021-04-01 00:00:00+05:30,510.3524785158785,518.0420264939444,505.645684041146,516.4404907226562,21482340
2021-04-05 00:00:00+05:30,515.1523837956208,515.1523837956208,482.0039341036371,486.1083068847656,37396800
2021-04-06 00:00:00+05:30,494.6794609137732,495.6051553963556,485.13852404556326,489.1057434082031,20709060
2021-04-07 00:00:00+05:30,487.82255456495096,500.4589159634555,483.9043011146301,497.3341064453125,24027820
2021-04-08 00:00:00+05:30,499.5772962087819,501.04664119763123,491.2510079386355,492.67138671875,14078790
2021-04-09 00:00:00+05:30,489.78165679572766,490.76122010931914,474.5984254350601,477.27264404296875,29026460
2021-04-12 00:00:00+05:30,464.3130376896482,464.3130376896482,431.00788308743716,441.88104248046875,45000460
2021-04-13 00:00:00+05:30,444.24182320756637,467.73173525917633,442.1798314139968,463.2110595703125,31750190
2021-04-15 00:00:00+05:30,461.18823216694886,465.29260511728506,447.27842022482923,456.50592041015625,28971850
2021-04-16 00:00:00+05:30,456.574514202946,459.41524213073063,449.6196079701607,452.2252502441406,21426480
2021-04-19 00:00:00+05:30,435.9057070447333,441.1953433536867,427.28556120006124,438.8052062988281,34265070
2021-04-20 00:00:00+05:30,446.97475787322645,460.2968258062008,446.2106996333743,451.9362487792969,33945970
2021-04-22 00:00:00+05:30,445.701303546514,461.76613576149856,441.36674788167096,459.287841796875,25635390
2021-04-23 00:00:00+05:30,452.6660263753332,466.2525957826938,451.62769156754683,457.2406005859375,27295250
2021-04-26 00:00:00+05:30,459.41523125817497,473.0311564403511,459.41523125817497,463.97509765625,29039890
2021-04-27 00:00:00+05:30,464.9987313803907,478.9917674435813,464.9546378765919,476.5624694824219,26449970
2021-04-28 00:00:00+05:30,481.4554737179226,520.1482330502887,481.4554737179226,517.2977294921875,85764540
2021-04-29 00:00:00+05:30,524.0663602176538,541.2087177948669,522.107233637401,537.2757568359375,72584860
2021-04-30 00:00:00+05:30,524.0664035941993,541.1745041789126,521.8819964085112,534.0481567382812,41248880
2021-05-03 00:00:00+05:30,520.7652927136289,546.5963746689941,518.3114816249669,543.7703247070312,40335910
2021-05-04 00:00:00+05:30,549.535005752189,563.2439892142665,544.6371893016349,550.0982666015625,48383470
2021-05-05 00:00:00+05:30,556.6857781500789,558.3510476180779,534.0970521940945,540.2438354492188,43786930
2021-05-06 00:00:00+05:30,545.4208652715618,550.5048014863842,536.1493315778504,541.5809936523438,22231110
2021-05-07 00:00:00+05:30,547.575921654404,549.8436132384563,534.6456732642171,538.1525268554688,18510330
2021-05-10 00:00:00+05:30,546.1065077076938,546.1065077076938,533.3721855548687,538.514892578125,19973390
2021-05-11 00:00:00+05:30,530.0661830708245,534.6554346736518,527.9846110883334,531.3836669921875,16172480
2021-05-12 00:00:00+05:30,530.2474037056019,532.8824313551013,522.0484637267834,524.8892211914062,15393360
2021-05-14 00:00:00+05:30,529.4540074737397,529.4540074737397,515.9360447723966,522.1415405273438,15257620
2021-05-17 00:00:00+05:30,524.0663473638919,537.7802330893021,520.6427785318936,531.9126586914062,24115830
2021-05-18 00:00:00+05:30,538.8577591978805,558.8408748699633,538.8577591978805,557.2490844726562,31478830
2021-05-19 00:00:00+05:30,555.8972838792772,560.5942732781933,548.0656798853868,551.6116943359375,22509060
2021-05-20 00:00:00+05:30,551.2983270343439,554.2370175406974,543.1679619243283,547.4535522460938,14888270
2021-05-21 00:00:00+05:30,554.4328668538914,557.8613386453907,547.213489607387,551.6655883789062,18569660
2021-05-24 00:00:00+05:30,551.8860874649368,557.1756943738784,547.5759842462644,548.839599609375,12150600
2021-05-25 00:00:00+05:30,552.4736401640915,554.3152237476619,546.7921856093242,550.3822631835938,13155460
